1.541152,-0.080106,0.365100,0.055665,-0.270442,0.296009,1.600644,0.151223,-1.182845,-0.312959,0.119984,0.292851
1.528276,-0.077702,0.365847,0.053085,-0.270443,0.296009,1.600643,0.151215,-1.182846,-0.312951,0.119985,0.292851
1.515890,-0.075245,0.366595,0.050380,-0.270445,0.296009,1.600641,0.151207,-1.182847,-0.312942,0.119986,0.292851
1.504501,-0.072681,0.367348,0.047433,-0.270448,0.296009,1.600640,0.151199,-1.182848,-0.312932,0.119987,0.292852
1.495062,-0.069923,0.368114,0.044089,-0.270448,0.296008,1.600639,0.151191,-1.182849,-0.312923,0.119989,0.292852
1.489094,-0.066834,0.368917,0.040427,-0.270441,0.296008,1.600638,0.151183,-1.182850,-0.312912,0.119990,0.292852
1.487701,-0.063273,0.369802,0.037506,-0.270423,0.296008,1.600637,0.151174,-1.182851,-0.312901,0.119991,0.292853
1.483866,-0.059302,0.370859,0.038667,-0.270393,0.296008,1.600637,0.151164,-1.182852,-0.312889,0.119992,0.292853
1.443758,-0.055822,0.372215,0.038731,-0.270365,0.296007,1.600636,0.151155,-1.182853,-0.312877,0.119993,0.292853
1.346996,-0.055106,0.373522,0.016741,-0.270215,0.296007,1.600633,0.151149,-1.182855,-0.312871,0.119995,0.292854
1.213924,-0.058316,0.373833,-0.024839,-0.269543,0.296007,1.600629,0.151154,-1.182858,-0.312879,0.119998,0.292854
1.064025,-0.063555,0.372729,-0.070373,-0.267932,0.296007,1.600623,0.151173,-1.182863,-0.312902,0.120004,0.292853
0.910137,-0.067273,0.371735,-0.115719,-0.265534,0.296007,1.600616,0.151200,-1.182870,-0.312930,0.120011,0.292853
0.756830,-0.067809,0.371776,-0.161964,-0.262666,0.296007,1.600611,0.151227,-1.182877,-0.312956,0.120019,0.292853
0.606011,-0.065940,0.372576,-0.204538,-0.259672,0.296006,1.600605,0.151252,-1.182884,-0.312976,0.120027,0.292852
0.457469,-0.063521,0.373356,-0.219166,-0.256809,0.296006,1.600600,0.151273,-1.182891,-0.312993,0.120035,0.292852
0.310628,-0.063151,0.373700,-0.179056,-0.254236,0.296006,1.600594,0.151293,-1.182898,-0.313010,0.120042,0.292852
0.164798,-0.068823,0.374060,-0.115283,-0.252172,0.296006,1.600588,0.151315,-1.182903,-0.313034,0.120048,0.292852
0.019837,-0.084773,0.375638,-0.052033,-0.251046,0.296006,1.600579,0.151339,-1.182908,-0.313070,0.120051,0.292852
-0.124015,-0.109009,0.378027,-0.002458,-0.250680,0.296006,1.600569,0.151367,-1.182912,-0.313120,0.120050,0.292851
-0.265930,-0.137359,0.380042,0.028795,-0.250590,0.296005,1.600559,0.151402,-1.182915,-0.313179,0.120049,0.292851
-0.405943,-0.164405,0.381118,0.049428,-0.250453,0.296006,1.600549,0.151438,-1.182917,-0.313241,0.120047,0.292850
-0.546227,-0.185098,0.381508,0.068850,-0.250189,0.296006,1.600543,0.151471,-1.182919,-0.313292,0.120045,0.292849
-0.688428,-0.199338,0.381323,0.092231,-0.249896,0.296006,1.600540,0.151498,-1.182919,-0.313330,0.120043,0.292848
-0.832674,-0.211528,0.380538,0.127253,-0.249801,0.296007,1.600537,0.151519,-1.182919,-0.313361,0.120042,0.292848
-0.972171,-0.224539,0.379150,0.182877,-0.250078,0.296007,1.600535,0.151537,-1.182918,-0.313389,0.120041,0.292847
-1.095781,-0.239211,0.377294,0.261358,-0.250807,0.296008,1.600532,0.151550,-1.182918,-0.313416,0.120039,0.292846
-1.192400,-0.255844,0.375325,0.355639,-0.252070,0.296008,1.600527,0.151558,-1.182917,-0.313439,0.120038,0.292846
-1.262900,-0.274566,0.373906,0.456038,-0.253993,0.296008,1.600522,0.151559,-1.182915,-0.313459,0.120035,0.292846
-1.322865,-0.295248,0.373879,0.555553,-0.256723,0.296008,1.600515,0.151550,-1.182913,-0.313472,0.120031,0.292846
-1.382063,-0.318011,0.375556,0.650820,-0.260272,0.296008,1.600508,0.151531,-1.182911,-0.313479,0.120025,0.292846
-1.440782,-0.342464,0.378390,0.741591,-0.264405,0.296007,1.600499,0.151505,-1.182908,-0.313481,0.120018,0.292847
-1.492829,-0.367465,0.381392,0.829037,-0.268745,0.296007,1.600489,0.151476,-1.182905,-0.313483,0.120010,0.292847
-1.520343,-0.391896,0.383933,0.914511,-0.273047,0.296006,1.600480,0.151447,-1.182903,-0.313483,0.120003,0.292848
-1.511456,-0.415714,0.385835,0.999350,-0.277272,0.296005,1.600470,0.151419,-1.182900,-0.313483,0.119997,0.292848
-1.482007,-0.439341,0.387133,1.083699,-0.281468,0.296005,1.600461,0.151392,-1.182897,-0.313484,0.119991,0.292849
-1.453768,-0.463189,0.387940,1.165119,-0.285693,0.296005,1.600452,0.151365,-1.182894,-0.313485,0.119985,0.292849
-1.430633,-0.487464,0.388404,1.236355,-0.289968,0.296004,1.600444,0.151339,-1.182891,-0.313487,0.119979,0.292850
-1.411044,-0.512091,0.388666,1.250222,-0.294268,0.296004,1.600435,0.151313,-1.182888,-0.313491,0.119973,0.292850
-1.393191,-0.536479,0.388719,1.185137,-0.298481,0.296004,1.600426,0.151289,-1.182885,-0.313495,0.119968,0.292850
-1.375967,-0.558782,0.388065,1.074264,-0.302302,0.296004,1.600419,0.151268,-1.182882,-0.313500,0.119963,0.292850
-1.358819,-0.574500,0.385261,0.954806,-0.305064,0.296004,1.600414,0.151255,-1.182880,-0.313504,0.119960,0.292850
-1.342175,-0.578556,0.378776,0.836550,-0.306051,0.296005,1.600414,0.151254,-1.182878,-0.313508,0.119963,0.292850
-1.329393,-0.570297,0.368610,0.722568,-0.305166,0.296007,1.600419,0.151267,-1.182877,-0.313509,0.119970,0.292848
-1.330433,-0.556092,0.356907,0.612972,-0.303273,0.296008,1.600427,0.151287,-1.182877,-0.313511,0.119980,0.292847
-1.353856,-0.541230,0.345440,0.505100,-0.301148,0.296010,1.600435,0.151309,-1.182877,-0.313515,0.119989,0.292845
